CLAVE,NOMBRE,DESCRIPCION
040-000-0242-00,"FENTANILO SOLUCIÓN INYECTABLE.  (0,5MG)",CADA AMPOLLETA O FRASCO ÁMPULA CONTIENE: CITRATO DE FENTANILO EQUIVALENTE A 0.5 MG DE FENTANILO. ENVASE CON 6 AMPOLLETAS O FRASCOS ÁMPULA CON 10 ML.
040-000-4054-00,FLUMAZENIL SOLUCIÓN INYECTABLE. ,CADA AMPOLLETA CONTIENE: FLUMAZENIL 0.5 MG. ENVASE CON UNA AMPOLLETA CON 5 ML (0.1 MG/ML)
040-000-3253-00,HALOPERIDOL SOLUCIÓN INYECTABLE. ,CADA AMPOLLETA CONTIENE HALOPERIDOL 5 MG. ENVASE CON 6 AMPOLLETAS (5MG/ML).
040-000-4057-00,MIDAZOLAM SOLUCIÓN INYECTABLE ,CADA AMPOLLETA CONTIENE: CLORHIDRATO DE MIDAZOLAM EQUIVALENTE A 15 MG DE MIDAZOLAM. O MIDAZOLAM 15 MG. ENVASE CON 5 AMPOLLETAS CON 3 ML.  
040-000-2099-00,MORFINA SOLUCIÓN INYECTABLE. ,CADA AMPOLLETA CONTIENE: SULFATO DE MORFINA PENTAHIDRATADA 2.5 MG. ENVASE CON 5 AMPOLLETAS CON 2.5 ML.  
040-000-0302-00,NALOXONA  SOLUCIÓN INYECTABLE. ,CADA AMPOLLETA CONTIENE: CLOHIDRATO DE NALOXONA 0.4 MG. ENVASE CON 10 AMPOLLETAS CON 1 ML. 
040-000-0132-01,NALBUFINA SOLUCION INYECTABLE 10 MG. ,CADA AMPULA CONTIENE: CLORHIDRATO DE NALBUFINA OLUCIÓN INYECTABLE. CADA AMPOLLETA CONTIENE: CLORHIDRATO DE NALBUFINA 10 MG. ENVASE CON 5 AMPOLLETAS CON 1 ML.
010-000-3508-00,DESOGESTREL Y ETINILESTRADIOL TABLETA. ,CADA TABLETA CONTIENE: DESOGESTREL 0.15 MG ETINILESTRADIOL 0.03 MG. ENVASE CON  28 TABLETAS (21 HORMONALES Y 7 SIN HORMONALES.) 
010-000-3510-00,ETONOGESTREL IMPLANTE. ,EL IMPLANTE CONTIENE: ETONOGESTREL 68.0 MG. ENVASE CON UN IMPLANTE Y APLICADOR. 
010-000-2210-00,"LEVONORGESTREL COMPRIMIDO O TABLETA.  (0.750MG)
",CADA COMPRIMIDO O TABLETA CONTIENE:  LEVONORGESTREL 0.750 MG. ENVASE CON 2 COMPRIMIDOS O TABLETAS. 
010-000-4526-00,LEVONORGESTREL GRAGEA. (0.03MG),CADA GRAGEA CONTIENE: LEVONORGESTREL 0.03 MG. ENVASE CON 35 GRAGEAS. 
010-000-2208-00,LEVONORGESTREL POLVO. (52MG),EL DISPOSITIVO CON POLVO CONTIENE: LEVONORGESTREL (MICRONIZADO) 52 MG. ENVASE CON UN DISPOSITIVO.
010-000-3507-00,LEVONORGESTREL Y ETINILESTRADIOL GRAGEA. 0.15MG /0.03MG,CADA GRAGEA CONTIENE: LEVONORGESTREL 0.15 MG ETINILESTRADIOL 0.03 MG. ENVASE CON 28 GRAGEAS (21 HORMONALES Y 7 SIN HORMONALES.) 
010-000-3509-00,MEDROXIPROGESTERONA Y CIPIONATO DE ESTRADIOL SUSPENSIÓN INYECTABLE. ,CADA AMPOLLETA O JERINGA CONTIENE:  ACETATO DE MEDROXIPROGESTERONA 25 MG CIPIONATO D ESTRADIOL 5 MG. ENVASE CON UNA AMPOLLETA O JERINGA PRELLENADA CON 0.5 ML. 
010-000-3511-00,NORELGESTROMINA-ETINILESTRADIOL. PARCHE. ,CADA PARCHE CONTIENE: NORELGESTROMINA 6.00 MG ETINILESTRADIOL 0.60 MG. ENVASE CON 3 PARCHES. 
010-000-3503-00,NORETISTERONA SOLUCIÓN INYECTABLE OLEOSA.  ,CADA AMPOLLETA CONTIENE: ENANTATO DE NORETISTERONA 200 MG. 
010-000-0075-00,LEVONORGESTREL IMPLANTE 75 MG ENVASE CON DOS VARILLAS Y UN TROCAR.,ENVASE CON UNA AMPOLLETA DE 1 ML. 
060-308-0227-00,"CONDON FEMENINO DE POLIURETANO O LÁTEX LUBRICADO CON DOS ANILLOS FLEXIBLES
EN LOS EXTREMOS. ","ENVASE CON 1, 2 Ó 3 PIEZAS EN EMPAQUE INDIVIDUAL."
060-308-0177-00,CONDON DE HULE LÁTEX. ,ENVASE CON 100 PIEZAS
060-308-0029-00,"DISPOSITIVO INTRAUTERINO. T DE COBRE, 380 A. ","ANTICONCEPTIVO ESTÉRIL CON 380 MM2, DE COBRE, PLÁSTICO GRADO MÉDICO 77% Y SULFATO DE BARIO USP 23%, CON FILAMENTO LARGO DE 30 CM CON TUBO INSERTOR, TOPE Y ÉMBOLO INSERTOR. PIEZA."
060-308-0193-00,"DISPOSITIVO INTRAUTERINO, T DE COBRE PARA NULÍPARAS","ESTÉRIL, CON 380 MM2 DE COBRE ENROLLADO CON BORDES REDONDOS, CON LONGITUD HORIZONTAL DE 22.20 A 23.20 MM, LONGITUD VERTICAL DE 28.0 A 30.0 MM, FILAMENTO DE 20 A 25 CM, BASTIDOR CON UNA MEZCLA DEL 77 AL 85% DE PLÁSTICO GRADO MÉDICO Y DEL 15 AL 23% DE SULFATO DE BARIO, CON TUBO INSERTOR Y APLICADOR MONTABLE CON TOPE CERVICAL. PIEZA."
